@relation 'datubasea-weka.filters.unsupervised.instance.imagefilter.BinaryPatternsPyramidFilter-D/home/sophyelord/git/WISLH/WISLH/resources/images/sine-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 86'

@attribute 'Spatial Pyramid of Local Binary Patterns8' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns44' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns152' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns4' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns80' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns16' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns116' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns540' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns584' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns412' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns40' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns505' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns27' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns504' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns556' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns440' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns647' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns124' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns548' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns340' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns160' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns76' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns368' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns404' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns396' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns476' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns106' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns3' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns332' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns35' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns110' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns544' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns688' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns52' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns484' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns448' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns376' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns146' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns400' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns171' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns592' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns431' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns99' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns506' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns328' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns2' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns364' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns179' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns395' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns398' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns358' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns6' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns63' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns362' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns520' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns34' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns511' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns148' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns507' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns503' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns399' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns26' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns434' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns135' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns423' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns15' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns578' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns0' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns571' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns575' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns107' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns427' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns224' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns147' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns472' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns111' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns567' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns143' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns144' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns543' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns508' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns502' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns512' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns214' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns39' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns215' numeric
@attribute class {ant,brontosaurus,chandelier,cup,ferry,Faces_easy,cougar_body,cellphone,dalmatian,anchor,brain,ewer,buddha,bonsai,chair,airplanes,dollar_bill,dolphin,accordion}

@data
4,2,5,2,6,2,3,1,4,1,0,3,2,1,4,3,13,1,6,1,3,3,7,4,4,3,15,0,3,8,2,2,0,0,2,2,1,1,0,3,1,2,2,0,0,2,1,11,0,2,15,0,0,3,2,11,0,2,0,12,0,0,3,1,1,0,1,4,0,8,13,0,0,0,1,0,4,5,2,0,2,15,5,2,0,1,ewer
4,3,4,2,4,2,4,10,4,4,1,13,2,5,4,3,15,2,4,1,3,2,5,7,7,4,6,1,2,15,3,2,0,1,2,1,4,3,5,3,3,8,1,2,0,3,3,15,4,5,5,1,1,6,4,8,0,1,1,15,1,0,2,2,4,0,1,7,1,13,15,1,0,1,1,0,4,10,9,1,3,6,6,0,1,15,ewer
4,5,2,2,5,2,2,8,0,2,3,13,3,9,4,0,15,1,5,0,1,2,5,3,7,2,12,1,2,14,2,3,0,3,0,0,4,1,2,1,0,8,3,4,0,3,3,15,11,3,4,1,3,3,3,11,1,2,2,12,0,1,0,2,3,0,0,7,1,15,14,1,10,0,1,0,3,12,3,0,2,7,6,0,1,15,ewer
4,3,4,3,4,3,3,9,3,3,3,15,4,5,3,1,6,3,6,2,2,2,3,4,10,5,9,1,2,10,4,3,2,2,2,2,2,4,3,4,1,9,3,2,2,3,3,10,6,3,11,1,4,3,3,13,1,3,0,8,1,1,5,4,3,1,3,9,1,9,7,0,3,1,1,1,4,11,10,1,2,10,4,9,1,10,ewer
7,6,9,2,6,2,5,3,11,1,2,11,2,3,0,5,7,1,3,4,2,1,4,3,3,5,15,0,3,5,0,1,1,3,1,0,1,3,0,1,1,8,2,2,2,2,1,2,4,5,15,0,2,1,1,15,0,3,0,5,3,0,0,1,2,0,1,3,0,5,6,0,4,0,1,0,2,3,2,0,1,12,5,10,0,3,ewer
4,3,3,2,5,2,5,13,1,2,2,15,3,7,6,5,10,2,5,2,2,2,4,4,15,4,12,1,3,11,3,8,1,2,2,2,2,3,4,4,1,13,3,4,2,4,3,15,10,4,11,1,2,4,2,12,2,2,0,8,2,1,2,4,5,1,2,8,2,15,8,2,2,0,1,2,8,13,7,2,4,12,4,12,1,11,ewer
5,5,4,3,5,3,4,5,3,4,3,10,4,7,3,2,15,3,4,1,3,4,12,5,9,5,15,1,2,13,3,1,3,3,3,2,7,3,2,3,1,10,5,4,2,4,5,14,7,3,12,1,3,7,2,15,1,3,1,15,1,1,2,4,5,1,3,8,1,8,15,1,0,1,2,1,2,11,6,1,2,14,4,3,1,13,ewer
5,5,5,3,5,3,4,11,2,5,5,15,3,8,2,4,5,3,4,2,3,3,3,5,8,3,12,1,2,10,4,3,4,3,2,3,0,4,4,3,2,10,3,4,4,4,3,10,8,5,15,1,4,1,3,13,2,3,1,9,2,1,4,3,5,1,2,8,1,12,9,1,8,1,2,1,2,11,9,2,4,7,7,15,1,8,ewer
5,5,3,2,7,2,3,1,2,4,2,15,3,6,2,3,9,2,8,2,1,2,7,4,6,4,12,0,4,8,1,5,3,2,1,2,3,1,3,2,1,8,4,7,1,2,2,7,8,3,15,0,3,1,5,15,3,2,1,5,0,0,1,2,4,0,1,5,0,2,8,0,9,0,1,0,1,9,5,0,1,9,13,15,0,6,ewer
6,5,6,2,7,4,4,7,5,1,2,15,3,10,2,6,10,1,2,1,4,2,3,2,10,4,11,1,2,10,2,1,2,4,2,1,4,3,2,3,3,10,4,3,2,3,2,9,12,3,15,1,2,4,4,15,0,2,1,5,1,1,2,2,3,1,2,8,0,9,8,1,12,1,2,1,3,9,8,1,2,8,7,15,1,6,ewer
3,3,2,2,4,2,1,10,1,1,2,15,3,9,3,1,5,1,4,3,1,3,4,2,5,4,13,1,3,10,1,1,0,3,3,2,3,2,3,2,1,7,3,5,2,3,2,10,12,3,15,0,2,2,5,15,1,1,1,11,0,0,1,3,3,0,2,8,0,9,9,0,0,1,3,0,3,10,10,1,2,14,6,10,1,8,ewer
6,7,6,2,6,3,5,4,3,3,3,12,3,5,3,2,8,3,7,0,3,2,9,4,5,5,15,0,2,8,2,2,2,3,2,1,4,2,1,1,1,6,3,2,2,3,3,7,6,2,10,0,3,3,2,14,1,2,0,10,0,0,1,2,2,0,2,5,0,5,9,0,14,0,4,0,1,9,5,0,1,15,4,8,1,10,ewer
4,3,4,2,4,2,3,10,4,2,2,11,3,7,3,3,10,2,5,2,2,3,4,4,8,3,15,1,3,10,2,3,4,2,3,2,2,3,2,3,3,8,3,1,1,3,2,12,9,3,8,0,2,3,2,15,1,3,1,13,0,1,2,3,3,0,2,9,1,11,10,0,3,1,2,0,3,8,8,1,2,15,3,5,1,12,ewer
6,4,7,3,8,3,4,6,4,2,3,12,3,4,2,2,9,2,4,1,3,3,4,4,6,5,15,1,0,9,3,2,6,2,2,2,1,4,2,4,2,7,3,2,1,4,2,11,4,2,9,1,3,2,3,15,1,4,0,6,1,1,3,4,3,0,3,7,1,9,7,0,11,1,2,1,3,9,8,1,1,14,6,13,1,9,ewer
4,4,4,2,3,2,4,10,3,3,2,15,3,9,3,4,11,2,3,2,3,3,5,4,11,3,11,1,4,9,3,2,5,2,2,1,3,3,3,3,2,11,2,3,2,3,3,8,11,4,9,0,3,4,1,13,1,2,1,13,2,1,2,3,4,0,3,8,2,11,11,1,0,1,2,1,3,9,7,2,3,11,5,7,1,11,ewer
4,3,4,2,4,3,3,10,4,4,2,14,3,8,4,4,15,2,6,2,2,2,6,4,11,4,8,1,2,14,3,4,0,2,3,1,4,3,3,3,2,9,2,3,0,3,3,15,12,4,7,1,2,6,6,11,1,3,1,13,2,1,2,3,5,1,1,8,1,14,15,2,0,1,1,1,4,10,9,2,3,7,5,0,1,15,ewer
4,2,6,1,3,1,2,3,4,2,1,6,1,2,3,2,5,1,7,0,3,0,4,6,3,4,15,0,1,5,1,2,4,1,0,1,2,2,1,2,2,4,0,0,0,2,2,7,5,1,13,0,1,3,0,14,0,2,0,4,0,0,1,1,1,0,1,3,0,6,3,0,0,0,0,0,3,3,3,0,0,15,2,7,0,3,ewer
6,5,4,3,7,4,5,3,3,2,3,14,4,7,4,2,8,3,7,3,3,3,8,2,3,8,15,0,4,8,3,3,1,3,6,2,3,3,1,3,1,1,5,4,2,3,5,7,6,2,14,0,3,5,5,15,1,3,0,8,0,0,2,4,1,0,3,6,0,7,8,0,2,0,2,0,4,8,6,0,2,15,8,15,0,5,ewer
6,5,7,2,10,2,4,6,6,2,1,13,2,4,2,2,13,1,6,0,3,3,15,5,7,5,15,0,2,10,3,3,3,1,1,1,5,2,3,3,2,5,1,1,0,2,7,12,0,5,11,0,1,13,4,11,1,3,0,15,0,0,1,2,3,0,1,5,0,8,12,0,0,0,2,0,2,7,5,0,4,12,12,6,1,8,ewer
3,4,3,2,4,2,3,10,1,2,3,14,4,10,2,3,5,1,3,2,2,2,4,2,10,4,15,1,4,10,2,3,2,3,2,2,5,4,2,4,1,11,4,4,1,3,4,10,10,4,15,1,4,3,2,15,1,2,2,11,2,1,1,3,3,1,1,8,2,12,9,1,2,1,2,1,4,8,9,2,2,15,3,0,1,0,ewer
6,6,5,1,6,1,5,3,4,0,1,15,1,3,1,3,5,1,3,1,2,1,9,1,3,3,7,0,4,4,1,1,2,2,0,0,2,2,0,2,1,1,1,0,1,2,2,4,2,1,7,0,2,2,2,12,0,2,0,3,0,0,0,1,0,0,2,3,0,4,3,0,11,0,0,0,1,4,3,0,1,5,4,7,0,3,ewer
4,4,5,2,4,2,4,7,6,3,2,13,3,9,3,2,4,3,4,2,2,2,5,5,7,3,12,1,4,9,3,3,1,2,2,2,3,4,3,4,2,8,2,3,3,3,2,10,7,3,10,1,3,3,3,13,1,2,1,7,1,1,3,3,3,0,3,8,1,9,8,1,4,1,1,1,4,9,8,1,2,10,4,15,1,12,ewer
4,4,4,2,4,2,5,7,3,2,2,15,3,7,5,3,12,2,4,2,4,3,6,7,6,4,11,0,3,8,2,3,0,2,3,3,2,4,1,4,3,4,3,1,1,3,2,12,7,1,13,0,2,4,3,13,1,1,1,9,0,0,2,2,1,0,4,6,0,12,10,0,15,0,3,0,4,7,5,0,2,15,5,8,0,5,ewer
6,4,6,2,10,3,3,4,2,3,1,15,2,3,4,1,10,1,10,2,2,2,8,6,4,6,12,0,3,9,2,2,0,2,2,0,6,1,2,2,0,6,3,2,1,2,3,13,3,5,12,0,1,3,4,11,1,2,0,9,0,0,0,1,3,0,0,4,0,7,8,0,0,0,1,0,3,8,3,0,2,14,14,4,0,9,ewer
4,3,4,2,4,4,4,10,5,3,2,15,4,11,2,2,9,3,3,2,3,2,3,5,11,4,15,2,2,11,4,2,3,3,4,2,4,4,2,5,2,11,4,4,1,4,2,12,11,4,15,1,4,5,3,15,1,3,2,10,3,1,4,4,5,1,4,10,2,12,10,2,6,2,2,2,4,12,12,2,3,15,3,0,2,15,ewer
5,4,5,1,7,1,3,2,4,0,1,15,2,4,0,3,0,1,4,2,1,1,4,4,3,6,12,0,4,5,1,0,0,2,3,1,1,1,1,1,1,4,3,3,1,1,1,4,3,1,13,0,1,0,3,15,1,1,1,5,0,0,1,1,1,0,1,3,0,4,5,0,0,0,3,0,0,5,3,0,1,14,7,15,0,6,ewer
6,4,6,2,6,6,7,6,4,4,2,9,3,6,2,4,4,3,6,2,7,2,6,8,9,2,12,1,3,8,2,2,1,3,1,2,3,1,3,3,1,11,3,1,2,2,3,6,9,3,12,0,4,4,3,15,1,2,0,9,1,0,2,3,3,0,1,7,0,7,8,1,0,0,1,0,3,8,4,1,2,11,5,9,1,10,ewer
5,5,6,2,5,1,5,4,6,2,2,15,2,7,2,4,6,1,8,1,2,1,6,8,5,4,12,0,4,7,2,2,3,2,2,1,3,2,1,2,2,4,2,2,2,2,2,9,7,2,12,0,2,2,1,12,1,2,1,11,1,0,1,2,2,0,1,6,1,6,9,0,2,0,1,0,2,5,5,0,2,14,4,7,1,7,ewer
5,4,5,2,6,3,4,8,5,3,2,15,3,10,2,3,9,3,3,3,2,3,4,4,9,7,15,1,4,10,3,1,2,3,4,1,3,2,2,3,2,11,3,3,2,3,3,9,11,3,15,1,4,5,2,15,2,2,1,10,2,1,2,3,5,0,2,8,1,9,11,1,5,1,3,1,3,9,8,1,2,15,3,0,2,0,ewer
5,4,7,3,4,4,4,7,5,8,2,13,3,10,8,4,15,2,12,1,4,3,10,13,0,0,15,0,0,9,2,5,2,3,0,2,5,3,5,3,2,15,3,5,1,3,3,6,10,5,6,0,3,2,4,15,1,4,2,4,2,0,1,2,0,0,3,5,0,7,15,0,0,0,0,0,7,7,4,1,5,5,6,15,1,8,ewer
5,6,4,2,6,3,4,9,4,2,2,15,3,9,2,3,6,2,4,4,2,2,5,4,8,5,11,1,9,9,2,1,1,3,3,2,3,2,2,3,3,10,3,2,3,3,3,7,9,3,15,1,3,2,3,13,1,1,1,10,0,1,1,3,3,1,2,7,1,9,8,1,5,1,2,0,4,10,6,1,1,13,5,0,1,0,ewer
3,3,3,2,3,2,4,9,3,3,2,15,3,10,4,4,7,2,5,1,2,3,3,4,15,2,12,1,1,9,2,4,0,2,2,1,2,2,3,2,1,14,4,4,0,2,3,6,11,4,6,1,3,4,3,11,2,2,2,9,1,1,2,3,3,0,2,8,1,8,9,2,6,0,2,1,4,12,6,1,2,9,4,7,1,4,ewer
3,3,3,2,3,2,2,11,2,2,2,15,3,10,1,1,12,2,1,1,2,2,4,2,12,2,15,2,2,12,2,2,2,2,1,1,2,2,1,3,2,12,3,3,1,3,3,11,11,3,15,1,4,2,4,15,2,2,2,12,4,1,2,3,3,1,2,9,3,14,12,5,6,2,1,2,3,11,9,4,3,15,6,15,2,14,ewer
4,6,4,2,4,3,3,13,3,3,2,15,3,9,2,4,6,2,3,4,2,2,7,2,15,0,12,1,8,10,2,3,6,3,0,2,4,4,1,4,2,14,2,3,3,3,3,10,10,4,7,1,2,3,3,14,1,3,1,6,4,1,2,4,5,1,3,9,3,13,9,2,4,1,1,1,3,11,10,2,2,4,4,7,1,7,ewer
4,1,3,3,7,3,3,9,3,5,1,12,4,11,3,2,9,3,4,1,3,5,2,5,12,3,15,2,1,11,4,3,3,2,2,2,3,3,4,4,3,12,5,4,1,4,2,13,9,6,7,1,2,3,4,14,2,3,2,10,2,1,1,3,5,1,4,10,1,11,13,2,0,2,4,1,4,9,7,1,2,11,6,6,2,5,ewer
5,4,3,3,5,3,4,5,4,4,2,13,3,6,3,4,6,2,4,1,2,3,12,7,5,5,11,0,2,9,1,2,0,2,3,2,6,2,4,3,3,8,5,6,1,3,5,6,11,2,9,0,2,2,8,15,1,2,1,7,0,1,1,2,3,0,3,7,0,6,9,0,0,0,2,0,3,7,5,0,5,10,9,4,0,6,ewer
6,5,7,2,3,2,5,3,5,3,2,15,2,7,1,5,7,2,2,2,2,1,11,11,6,3,9,0,4,6,1,1,2,2,1,2,4,3,3,2,1,8,1,1,2,2,4,3,5,3,9,0,1,2,0,15,1,2,0,3,0,0,1,2,3,0,2,4,0,1,6,0,1,0,1,0,1,6,3,0,1,3,3,13,0,6,ewer
4,6,3,2,3,2,3,5,3,5,2,15,2,4,2,2,8,2,5,2,1,1,12,10,5,3,8,0,3,7,1,2,0,2,2,3,3,0,2,1,1,7,2,1,2,2,4,5,5,3,8,0,2,4,2,15,1,1,0,9,1,0,2,1,3,0,0,5,0,5,7,0,0,0,2,0,2,5,3,0,1,9,4,8,1,5,ewer
5,5,5,1,3,2,4,3,5,5,1,15,2,6,0,4,5,2,1,2,2,1,9,8,6,2,10,0,4,6,1,1,4,2,1,1,2,3,4,2,2,6,1,4,1,3,0,6,14,4,10,0,3,1,1,15,0,2,0,4,0,0,1,2,5,0,2,4,0,4,4,0,8,0,1,0,1,4,4,0,2,5,4,15,0,8,ewer
7,7,7,2,9,3,5,4,6,1,3,15,2,7,4,4,4,2,7,1,4,3,7,6,3,5,14,0,5,7,1,3,0,3,2,2,3,2,1,2,3,5,4,3,1,2,4,6,6,1,13,0,2,2,3,15,1,2,0,6,0,0,2,1,1,0,3,5,0,4,6,0,10,0,3,0,1,6,4,0,3,15,9,15,0,15,ewer
6,5,6,1,9,2,4,6,5,1,1,15,2,3,2,3,15,1,5,0,1,3,6,5,3,5,12,0,1,7,1,2,5,3,5,1,3,1,1,1,1,4,3,2,1,2,1,3,5,1,5,0,3,1,3,15,0,1,0,15,0,0,1,1,2,0,1,3,0,6,12,0,4,0,2,0,2,3,2,0,2,7,7,3,1,15,ewer
4,5,4,2,4,3,3,9,2,2,2,15,3,8,4,2,15,2,6,3,3,3,6,3,10,3,10,1,5,15,3,4,1,3,1,2,3,4,2,3,2,10,3,4,2,4,2,15,7,3,11,1,2,4,3,12,2,3,1,15,1,1,3,2,3,1,2,9,2,12,15,1,0,1,1,1,4,12,8,2,4,7,5,1,1,15,ewer
6,6,6,1,8,2,5,6,4,1,2,11,2,4,4,5,13,1,7,1,2,1,6,6,4,1,15,0,4,7,1,3,2,2,0,1,2,2,2,3,1,6,3,2,1,2,2,7,5,2,15,0,1,2,3,15,1,2,0,6,0,0,1,2,3,0,1,4,0,6,9,0,11,0,0,0,3,6,5,0,1,7,6,5,0,4,ewer
5,4,5,2,5,2,4,5,5,3,1,15,2,5,2,3,4,2,6,1,2,2,5,5,5,1,13,0,2,7,2,1,1,2,2,2,4,1,3,2,3,7,3,2,1,2,2,7,7,3,15,0,2,2,3,15,1,2,0,7,0,0,1,3,3,0,1,4,0,6,7,1,0,0,0,0,3,7,5,0,2,12,4,5,0,10,ewer
5,5,4,2,4,2,6,5,3,7,2,15,2,5,3,3,10,2,6,1,2,3,13,15,1,3,13,0,2,8,1,1,1,2,2,1,5,2,1,2,1,3,4,2,1,2,3,8,6,1,11,0,2,1,2,14,0,1,0,10,0,0,1,2,3,0,1,6,0,5,9,0,0,0,2,0,2,5,5,0,2,15,4,8,0,8,ewer
7,7,9,3,4,4,7,6,6,6,2,15,3,7,8,4,7,3,15,1,4,2,9,12,7,1,11,1,3,9,3,4,0,4,0,1,7,2,6,4,2,8,3,3,1,3,3,9,9,4,11,0,2,2,3,13,1,2,1,6,1,0,2,4,5,0,2,7,0,6,8,1,0,0,0,1,5,9,5,1,3,7,6,4,1,9,ewer
4,3,4,1,6,1,3,4,3,1,1,11,2,3,1,4,10,0,3,1,1,2,6,3,5,4,14,0,2,7,0,1,1,1,1,0,2,0,0,2,0,5,3,4,0,1,3,7,2,0,6,0,1,4,5,12,0,1,0,8,0,0,0,1,1,0,0,5,0,5,9,0,0,0,1,0,2,5,4,0,4,12,8,3,0,9,ewer
6,6,5,2,8,3,5,7,3,2,2,11,3,5,3,3,8,2,5,2,2,2,5,6,6,7,15,0,5,10,2,2,2,3,3,2,4,2,2,3,1,10,3,2,1,2,3,11,7,2,13,0,2,3,3,15,1,2,1,10,0,0,1,2,3,0,2,7,0,9,9,0,0,0,2,0,2,9,6,0,1,14,6,10,1,15,ewer
6,4,5,2,6,3,7,7,4,3,1,11,2,4,3,5,4,3,6,1,2,2,6,8,6,5,12,0,4,7,3,2,1,2,2,1,4,2,2,2,1,7,2,2,1,2,1,6,3,3,15,0,1,2,5,15,1,2,0,7,0,0,2,2,2,0,1,5,0,8,6,0,0,0,2,0,2,7,5,0,3,10,7,9,0,6,ewer
3,3,4,2,5,3,3,12,4,3,1,15,3,10,4,3,8,2,4,2,2,4,3,4,10,2,15,1,3,10,2,4,2,3,2,1,2,2,2,4,1,13,4,4,1,2,2,9,9,4,15,1,3,2,4,15,1,2,2,11,2,1,2,3,5,1,1,7,3,13,12,2,2,1,2,1,7,10,6,2,4,15,7,10,1,15,ewer
4,4,5,2,5,3,3,11,2,2,2,15,3,9,3,2,9,3,4,2,3,3,5,3,7,5,15,1,3,10,3,2,3,3,4,1,2,2,2,4,2,10,3,2,2,2,3,11,13,3,12,0,2,1,3,15,0,2,1,10,1,0,1,4,3,0,0,7,3,11,10,1,4,1,3,1,4,11,9,3,3,15,4,15,0,8,ewer
5,4,5,3,6,3,4,8,5,4,2,11,4,7,3,2,15,3,4,1,4,3,5,3,9,6,15,1,2,14,3,3,4,3,3,1,3,3,2,4,2,12,3,4,1,4,3,15,10,4,4,1,3,6,2,14,1,4,1,15,2,1,2,2,3,1,3,9,1,10,15,1,4,1,3,1,5,11,8,2,2,11,4,0,2,15,ewer
5,4,4,2,4,3,5,5,3,5,2,15,3,4,1,3,5,3,6,3,2,2,5,7,9,1,9,0,4,7,2,0,1,2,2,1,2,1,3,2,1,10,2,3,3,2,1,5,8,3,11,0,2,1,2,15,0,1,0,6,0,0,1,3,5,0,1,5,0,4,5,0,11,0,1,0,0,7,6,0,2,9,2,15,0,7,ewer
3,3,3,2,3,2,2,8,0,2,3,15,3,6,1,1,7,1,6,2,0,1,4,2,9,1,6,1,1,10,2,1,2,3,0,2,4,1,2,2,0,8,2,3,2,2,4,12,11,3,5,1,4,6,2,9,0,1,1,10,0,0,2,2,2,0,0,8,1,8,8,1,0,0,0,0,2,10,6,2,2,6,3,11,2,8,ewer
7,7,6,3,6,3,6,2,8,10,2,12,2,3,2,5,9,3,5,1,3,2,8,12,7,4,15,0,6,7,2,1,3,2,1,2,5,2,9,2,4,9,2,3,2,3,4,5,4,6,9,0,1,4,5,15,0,2,0,10,1,0,1,3,6,0,2,4,0,3,10,1,9,0,0,0,1,5,2,0,4,15,7,9,0,10,ewer
10,4,15,3,4,4,12,6,15,2,2,15,3,7,5,15,9,5,15,1,6,2,3,4,7,3,12,0,2,8,2,5,5,2,1,7,2,4,2,4,6,8,2,2,1,2,2,8,8,1,8,0,2,2,2,10,1,5,0,8,1,0,2,2,3,0,3,6,0,10,9,0,7,0,2,0,4,7,6,0,2,8,6,6,0,6,ewer
4,3,4,1,5,2,3,9,4,2,2,15,2,15,2,3,8,1,4,1,2,2,6,5,8,3,13,1,1,9,1,2,7,2,2,1,3,2,2,1,2,10,3,5,1,2,4,7,14,2,10,0,2,4,2,15,2,1,2,13,1,0,1,1,4,0,1,7,1,10,12,1,0,0,1,0,2,6,5,1,3,11,5,13,0,9,ewer
10,12,7,3,9,5,7,3,6,11,2,10,3,2,5,4,4,1,8,5,4,4,15,15,1,5,8,0,11,6,1,3,8,6,2,2,11,3,3,3,2,6,3,2,2,2,2,5,0,0,7,0,2,0,15,12,0,3,0,6,0,0,1,1,4,0,3,4,0,2,5,0,15,0,1,0,2,6,4,0,5,7,15,10,0,7,ewer
5,5,5,2,5,3,4,9,3,1,1,15,3,11,5,5,8,2,6,1,3,4,5,4,1,6,14,1,3,9,2,3,2,2,4,3,2,3,1,2,2,2,4,3,1,3,2,8,4,1,14,0,3,1,5,15,2,2,2,9,0,0,3,2,2,0,1,7,1,9,10,0,4,1,5,0,6,7,6,3,2,11,6,12,0,9,ewer
6,6,6,2,6,2,7,5,6,3,2,15,2,5,2,6,5,2,5,2,2,3,7,7,3,3,12,0,6,6,2,2,2,1,1,1,1,2,2,2,1,5,3,2,1,2,2,7,6,2,15,0,2,2,3,15,1,2,0,6,0,0,2,2,2,0,2,5,0,5,6,0,2,0,1,0,1,6,5,0,4,13,7,3,0,4,ewer
4,5,6,2,5,4,3,15,5,3,2,15,4,11,6,2,8,3,6,3,5,2,5,3,12,6,15,2,4,10,3,3,0,3,2,3,3,4,3,4,4,12,4,3,1,4,3,11,11,4,11,1,3,4,4,15,2,3,3,7,3,1,3,4,5,1,3,9,2,14,9,1,5,3,1,2,4,11,11,4,2,15,4,15,1,6,ewer
4,4,4,2,3,3,3,7,3,3,2,15,3,6,1,3,7,2,1,2,3,1,8,5,6,2,11,1,3,10,2,0,7,3,2,2,7,3,2,3,2,14,3,3,2,3,3,9,15,3,15,0,3,3,3,15,0,3,1,6,1,1,2,2,3,1,2,8,0,3,7,0,3,1,1,0,2,10,7,2,2,8,5,13,0,5,ewer
